Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
k108_ecoli_200X_noerr_4-contigs	170	78	62	56	47	28	4640474	4618430	4571001	4527129	4390648	3742610	82	327797	4621020	4641652	50.77	50.79	133973	133973	64353	64353	12	12	24	24	0	0	0	0	0	0 + 0 part	0	99.009	1.006	0.00	2.48	0.04	327797	4621020	133973	133973	64353	64353	12	12	24	24
k114_ecoli_200X_noerr_4-contigs	160	75	60	55	46	28	4641569	4618630	4572672	4536660	4399960	3782435	81	327797	4622928	4641652	50.77	50.79	133973	133973	69113	69113	12	12	23	23	0	0	0	0	0	0 + 0 part	0	99.050	1.006	0.00	1.61	0.00	327797	4622928	133973	133973	69113	69113	12	12	23	23
k120_ecoli_200X_noerr_4-contigs	151	72	58	53	46	29	4640606	4619861	4576200	4540188	4442972	3848785	75	327797	4622230	4641652	50.76	50.79	133973	133973	69113	69113	12	12	23	23	0	0	0	0	0	0 + 0 part	0	99.034	1.006	0.00	2.55	0.04	327797	4622230	133973	133973	69113	69113	12	12	23	23
k126_ecoli_200X_noerr_4-contigs	148	70	56	52	45	29	4640167	4618842	4574584	4545820	4449455	3902457	73	327797	4621211	4641652	50.76	50.79	133973	133973	80392	68605	12	12	22	23	0	0	0	0	0	0 + 0 part	0	98.997	1.006	0.00	2.59	0.07	327797	4621211	133973	133973	80392	68605	12	12	22	23
k30_ecoli_200X_noerr_4-contigs	515	133	103	89	58	30	4602071	4564006	4477941	4364313	3878586	2874402	142	269785	4570186	4641652	50.76	50.79	59595	59186	35895	35440	20	21	44	45	0	0	0	2	0	0 + 0 part	0	98.113	1.004	10.87	2.44	0.37	269785	4569990	59595	59186	35895	35440	20	21	44	45
k36_ecoli_200X_noerr_4-contigs	406	117	95	79	58	33	4608939	4574321	4515046	4392017	4070373	3151052	127	270096	4581665	4641652	50.77	50.79	74998	74318	42346	42312	19	20	40	41	0	0	0	5	0	0 + 0 part	0	98.325	1.004	2.82	3.24	0.31	270096	4581665	74998	74318	42346	42312	19	20	40	41
k42_ecoli_200X_noerr_4-contigs	339	105	85	76	55	32	4617702	4589289	4534381	4464783	4137702	3282924	112	270194	4594223	4641652	50.77	50.79	95807	88456	45839	45418	17	18	36	37	0	0	0	6	0	0 + 0 part	0	98.563	1.004	0.04	3.13	0.26	270194	4594223	95807	88456	45839	45418	17	18	36	37
k48_ecoli_200X_noerr_4-contigs	324	102	83	73	52	33	4621831	4592963	4542550	4465583	4138824	3470443	107	270060	4596594	4641652	50.77	50.79	96181	96181	53709	49538	16	16	33	34	0	0	0	2	0	0 + 0 part	0	98.604	1.004	0.00	1.81	0.11	270060	4596594	96181	96181	53709	49538	16	16	33	34
k54_ecoli_200X_noerr_4-contigs	285	97	80	70	53	34	4623432	4595928	4551796	4477866	4218798	3567769	102	270460	4599095	4641652	50.77	50.79	95957	95957	55882	53790	16	16	32	33	0	0	0	1	0	0 + 0 part	0	98.633	1.005	0.02	1.86	0.11	270460	4599095	95957	95957	55882	53790	16	16	32	33
k60_ecoli_200X_noerr_4-contigs	269	94	77	67	52	33	4628404	4600641	4556141	4481495	4251089	3597105	100	328378	4604743	4641652	50.77	50.79	106366	106366	55987	55987	15	15	31	31	0	0	0	1	0	0 + 0 part	0	98.725	1.005	0.00	1.79	0.07	328378	4604743	106366	106366	55987	55987	15	15	31	31
k66_ecoli_200X_noerr_4-contigs	254	92	74	66	53	33	4628804	4600710	4551809	4490178	4289830	3611541	98	327790	4605239	4641652	50.77	50.79	106378	106378	55993	55993	15	15	31	31	0	0	0	1	0	0 + 0 part	0	98.752	1.005	0.00	1.85	0.02	327790	4605239	106378	106378	55993	55993	15	15	31	31
k72_ecoli_200X_noerr_4-contigs	245	89	72	64	51	32	4635703	4606571	4557456	4495240	4293639	3655527	94	327796	4610492	4641652	50.78	50.79	113967	112701	58833	58833	14	15	29	29	0	0	0	1	0	0 + 0 part	0	98.868	1.005	0.00	2.22	0.02	327796	4610492	113967	112701	58833	58833	14	15	29	29
k78_ecoli_200X_noerr_4-contigs	237	89	73	65	52	32	4634519	4604652	4556846	4494472	4293281	3625723	95	327797	4609088	4641652	50.77	50.79	113390	106402	58833	58233	14	15	29	30	0	0	0	0	0	0 + 0 part	0	98.845	1.005	0.00	1.85	0.00	327797	4609088	113390	106402	58833	58233	14	15	29	30
k84_ecoli_200X_noerr_4-contigs	220	88	71	65	52	32	4632932	4604738	4556383	4509042	4307587	3624378	95	327797	4609544	4641652	50.78	50.79	113390	106418	58239	58239	14	15	30	30	0	0	0	0	0	0 + 0 part	0	98.893	1.004	0.00	1.92	0.02	327797	4609544	113390	106418	58239	58239	14	15	30	30
k90_ecoli_200X_noerr_4-contigs	196	81	66	60	51	29	4637277	4611750	4569500	4525231	4388819	3650028	86	327797	4615665	4641652	50.77	50.79	133670	133670	60310	59186	13	13	26	27	0	0	0	0	0	0 + 0 part	0	98.937	1.005	0.00	1.89	0.00	327797	4615665	133670	133670	60310	59186	13	13	26	27
k96_ecoli_200X_noerr_4-contigs	184	82	66	60	51	30	4640138	4617114	4570873	4526945	4390506	3685980	85	327797	4619327	4641652	50.77	50.79	133670	133670	59186	59186	14	14	27	27	0	0	0	0	0	0 + 0 part	0	98.957	1.006	0.00	2.53	0.04	327797	4619327	133670	133670	59186	59186	14	14	27	27
